fr	zh
Cependant, certains demandent une analyse indépendante des travaux de recherche.	但是，有人呼吁对这项研究实施同行评审。
Les autorités sanitaires chinoises et coréennes recommandent l’utilisation de la chloroquine.	韩国和中国卫生主管部门建议使用氯喹。
Cependant, l’institut de virologie de Wuhan, bien que recommandant une dose quotidienne d’un gramme, indique que le double de cette dose est hautement dangereux et pourrait être mortel.	但是，武汉病毒学研究所建议每天服用 1 克，同时提醒两倍剂量非常危险，甚至可能致命。
Le 28 mars 2020, la FDA a autorisé l’utilisation de l’hydroxychloroquine et de la chloroquine en vertu d’une autorisation d’utilisation d’urgence à la discrétion des médecins soignant les patients de la COVID-19. La 7e édition des directives chinoises inclut également l’interféron, la ribavirine ou l’umifénovir contre la COVID-19.	2020 年 3 月 28 日，FDA 签发了氯喹和羟氯喹紧急使用授权，但医生有权决定是否使用上述两种药物治疗 COVID-19 患者。中国第七版指南还提出使用干扰素、利巴韦林或盐酸阿比朵尔治疗 COVID-19。
Des données préliminaires indiquent que des doses élevées de ribavirine sont nécessaires pour inhiber le SARS-CoV-2 in vitro.	初步数据表明，高剂量利巴韦林在体外对 SARS-CoV-2 具有抑制作用。
Le nitazoxanide a été recommandé pour la poursuite d’une étude in vivo après avoir démontré une inhibition à faible concentration du SARS-CoV-2. Des études ont démontré que la protéine à spicule initiale s’amorçant à l’aide de la protéase transmembranaire à sérine 2 (TMPRSS2) est essentielle pour l’entrée du SARS-CoV-2 via interaction avec le récepteur de l’ACE 2.	在证实 SARS-CoV-2 的低浓度抑制作用后，建议使用硝唑尼特开展进一步的体内研究。研究表明，跨膜蛋白酶丝氨酸 2 (TMPRSS2) 引发的原始刺突蛋白是 SARS-CoV-2 与 ACE2 受体相互作用进入人体的必要条件。
Les études sur la chloroquine et l’hydroxychloroquine avec ou sans azithromycine présentent des limites majeures qui ont empêché la communauté médicale d’adopter ces traitements sans études complémentaires. L’oseltamivir n’inhibe pas le SARS-CoV-2 in vitro et ne présente aucun rôle connu dans le traitement de la COVID-19.	无论是否与阿奇霉素结合使用，氯喹和羟氯喹研究均存在严重局限性，除非经进一步研究，否则医学界无法接受这些疗法。奥司他韦在体外对 SARS-CoV-2 没有抑制作用，而且尚未发现对 COVID-19 具有治疗效果。
Le choc cytokinique peut être une complication à des stades ultérieurs de la COVID-19 sévère.	细胞因子风暴可能成为 COVID-19 重症患者后期治疗的并发症。
Il existe des preuves indiquant que l’hydroxychloroquine peut avoir des propriétés anti-choc cytokinique. Le tocilizumab a été inclus dans les directives de traitement par la commission nationale chinoise de la santé après qu’une petite étude a été menée.	有证据表明，羟氯喹可能具有抗细胞因子风暴特性。在完成一项小型研究后，中国国家卫生健康委员会将托珠单抗列入治疗指南。
Il est en cours de test de phase 2 non randomisé au niveau national en Italie après avoir montré des résultats positifs chez des personnes présentant une forme sévère de la maladie.	继重症患者检测结果呈阳性后，意大利正在进行国家级 2 期非随机试验。
Associé à un test sanguin de ferritine sérique pour identifier le choc cytokinique, il doit contrer de telles évolutions qui sont suspectées être à l’origine du décès de certaines personnes touchées.	结合血清铁蛋白血液检测，识别细胞因子风暴，旨在遏制病情发展，而细胞因子风暴被认为会导致部分感染者死亡。
L’antagoniste du récepteur de l'interleukine-6 a été approuvé par la FDA sur la base d’études de cas rétrospectives pour le traitement du syndrome du relargage des cytokines réfractaires aux stéroïdes induit par une cause différente, le traitement par CAR T cells, en 2017.	2017 年，在回顾性病例研究的支持下，FDA 批准使用白细胞介素 6 受体拮抗剂治疗由其他原因引起的类固醇难治性细胞因子释放综合征，即 CAR T 细胞疗法。
À ce jour, il n’existe aucune preuve randomisée et contrôlée indiquant que le tocilizumab est un traitement efficace du SCR.	迄今为止，尚无随机对照证据证明托珠单抗可有效治疗 CRS。
Le transfert d’anticorps concentrés et purifiés produit par les systèmes immunitaires de personnes ayant guéri de la COVID-19 à des personnes qui en ont besoin est à l’étude comme méthode non vaccinale d’immunisation passive.	目前正在研究抽取 COVID-19 康复者免疫系统产生的纯化浓缩抗体，注射给需要抗体的人们，在疫苗研制成功之前作为被动免疫疗法。
Cette stratégie a été testée pour le SRAS avec peu de résultats concluants.	SARS 疫情期间曾尝试过这项策略，但疗效尚无定论。
La neutralisation virale est le mode d’action attendu grâce auquel le traitement passif à base d’anticorps peut générer une défense contre le SARS-CoV-2.	病毒中和是被动抗体疗法介导 SARS-CoV-2 免疫防御的一种预期作用机制。
Cependant, d’autres mécanismes comme la cytotoxicité cellulaire dépendante des anticorps et/ou la phagocytose peuvent être possibles.	不过，抗体依赖性细胞毒性和/或吞噬作用等其他一些机制也可达到同样的效果。
D’autres formes de traitement antibiotique passif, par exemple en utilisant des anticorps monoclonaux fabriqués, sont en cours de développement.	目前正在开发其他形式的被动抗体疗法，例如使用人造单克隆抗体。
La production de sérum de personnes convalescentes, constitué de la partie liquide du sang de patients guéris et contenant des anticorps spécifiques contre ce virus, pourrait être augmentée pour un déploiement plus rapide.	康复期血清产生量可能会增加，有利于快速部署。血清由康复患者血液的液态部分构成，其中包含针对这种病毒的特异性抗体。
Les maladies à coronavirus, un groupe de syndromes étroitement apparentés	冠状病毒疾病，一组密切相关的综合征
Li Wenliang, médecin à l’hôpital central de Wuhan, qui a ensuite contracté la COVID-19 et en est mort après avoir attiré l’attention sur la propagation du virus.	武汉市中心医院医生李文亮提高了对新冠病毒传播的认识，而后不幸染上 COVID-19 并去世。
et surtout si vous avez de la fièvre	并伴有发热症状
et votre cholestérol et votre tension doivent également être contrôlés	还需要检查一下胆固醇和血压
et avez-vous de la fièvre actuellement ?	您现在有发热吗？
et avez-vous l’un des symptômes suivants en plus de vos douleurs thoraciques ?	您的胸痛伴有以下任何症状吗
et votre nez coule-t-il ?	您有流鼻涕吗？
ressentez-vous des douleurs thoraciques actuellement?	现在您有这种胸痛症状吗？
avez-vous également des difficultés à respirer?	另外您有呼吸困难吗
remarquez-vous d’autres symptômes ou problèmes en plus des douleurs musculaires ?	除了肌肉酸痛，您还有任何其他症状或问题吗？
une douleur aiguë du côté gauche de votre poitrine ?	左胸感到刺痛吗？
y a-t-il d’autres personnes malades chez vous avec les mêmes symptômes ?	家中有没有其他亲属生病并出现与您一样的症状？
éprouvez-vous des difficultés pour respirer actuellement?	您现在有呼吸困难吗？
avez-vous d’autres symptômes ?	还有任何其他症状吗？
êtes-vous essoufflé(e) ?	您现在感到气促吗？
avez-vous encore des douleurs dans la poitrine?	您现在还有胸痛吗
parce que c’est la saison de la grippe	因为现在是流感季节
outre le diabète, avez-vous d’autres problèmes ou maladies graves?	除了糖尿病，您还有其他问题或严重疾病吗？
mais nous ne devrions pas non plus écarter la possibilité d'une douleur thoracique liée à un problème cardiaque	同时，我们不应排除心源性胸痛
mais cette douleur dans la poitrine est un problème plus important maintenant	但现在更重要的问题是胸痛
mais si vous toussez	但如果您有咳嗽
mais j’ai des difficultés à respirer	但我有呼吸困难
mais je sais que beaucoup de personnes toussent sur moi	但我知道很多人冲我咳嗽
mais nous devons traiter toute douleur dans la poitrine avec le plus grand soin	我们需要严肃对待每一种胸痛
mais vous respirez normalement actuellement, n’est-ce pas ?	但您目前呼吸顺畅，对吗？
parce que j’ai complètement oublié à cause de cette douleur dans la poitrine	完全忘记造成这次胸痛的原因
parce qu’ils toussent	他们存在咳嗽症状
est-ce que vous avez l’impression qu’on vous compresse la poitrine	感觉有人在挤压您的胸部吗
êtes-vous encore essoufflé(e)	仍然感到气促
se plaignent-ils d’être malades ou d’avoir des symptômes similaires ?	他们也在抱怨身体不适并出现类似症状吗？
savez-vous si vous avez des problèmes de tension ?	据您所知，您的血压有问题吗？
avez-vous une autre affection chronique comme de l’hypertension ou quelque chose de similaire ?	您还有任何其他慢性病吗？比如，高血压或类似疾病。
avez-vous d’autres maladies, des problèmes médicaux chroniques comme le diabète ?	还有任何其他疾病和慢性健康问题吗？比如，糖尿病。
êtes-vous essoufflé(e) en plus de cette douleur dans la poitrine ?	您的胸痛伴有气促症状吗？
avez-vous de l’hypertension ?	您有高血压病史吗？
êtes-vous essoufflé(e) en plus de cela ?	您有气促症状吗？
savez-vous quels symptômes elle avait ?	您知道她有什么症状吗？
vos proches ont-ils les mêmes symptômes	您的亲属有同样的症状吗
voyez-vous l’image ?	您看到图像了吗？
buvez beaucoup de liquide aujourd’hui	今天喝了很多水
vous avez une toux sèche, un rhume, le nez qui coule, des vomissements, la diarrhée	干咳、感冒、流鼻涕、呕吐、腹泻
cependant je fais les tests pour le diabète	但我接受了糖尿病的检查
cependant elle a des symptômes plutôt similaires aux miens	但她的症状与我的症状十分相似
combien avez-vous de fièvre ?	您的发热达到多少度？
quelle est votre tension ?	您的血压如何？
je ne pense pas faire de l’hypertension	我想我没有高血压病史
je ressens une douleur dans la poitrine ici à l’avant de la poitrine	我的前胸部位感到疼痛
si vous avez toujours une forte fièvre	如果您继续高热不退
si vous avez cent-deux de fièvre ou plus	如果您的发热达到 102°F 或以上
si vous pensez que vos symptômes ou problèmes méritent d’être examinés de plus près	如果您认为自己的症状或问题有必要进一步观察
j’ai eu de la fièvre hier	我昨天发热
j’ai eu aussi une légère fièvre	我也出现低热症状
j’ai ressenti une brève douleur aiguë dans la poitrine	我的胸部出现短暂刺痛
j’ai ressenti une douleur aiguë ici dans la poitrine	我的胸部刺痛
mais j’ai le rhume des foins aussi	我也有花粉症
j’ai fait sur le corps autour de la poitrine ?	我对胸部区域进行了处理？
j’ai quelques difficultés à respirer aussi	我也有些呼吸困难
j’ai mal à la poitrine aujourd’hui	我今天有些胸痛
j’ai des maux de tête et un peu de fièvre aujourd’hui	我今天有些头痛和发热
selon moi c’est la grippe	我认为这是流感
je pense que c’est une petite grippe	我认为这是轻微流感
je vois que ça part du centre de votre poitrine et que ça remonte vers votre nuque	我看到它从胸部中心一直延伸到您的颈部
c’est comme si une personne très lourde était assise sur votre poitrine ?	像是一个很重的人坐在您胸口吗？
ça a commencé par des maux de tête avec de la fièvre à peu près en même temps	头痛和发热几乎同时开始
ça fait mal dans la poitrine	胸痛
ça fait mal au milieu de ma poitrine	我的胸口痛
c’est une douleur oppressante dans la poitrine	挤压式胸痛
c’est dans ma poitrine	在我的胸部
c’est au centre de ma poitrine	在我的胸口
c’est au centre de la poitrine	在胸口
ça se passe pile au centre de ma poitrine	刚好发生在我的胸口
c’est pile au centre de ma poitrine	刚好在我的胸口
ça ressemble à un simple rhume ou à une grippe	听起来可能是普通感冒或流感。
j’ai une douleur dans la poitrine	我感到胸痛
cette douleur thoracique m’inquiète beaucoup	胸痛让我非常苦恼
je veux que vous me décriviez cette douleur dans la poitrine	希望您描述一下胸痛的感受
Du plasma a ainsi été extrait du sang d’un groupe de patients ayant guéri de la COVID-19 et injecté à 10 malades gravement atteints.	基于此原理，从一组已经康复的 COVID-19 患者血液中采集血浆，然后注射给 10 名危重患者。
Leurs symptômes se sont améliorés en 24 heures, en association avec une diminution du phénomène d’inflammation, une réduction de la charge virale et une augmentation de la saturation en oxygène dans le sang.	他们的症状在 24 小时内得到改善，同时发现炎症和病毒载量减少，血氧饱和度提高。
Cependant, une vérification et une clarification sont nécessaires pour pouvoir proposer cette méthode pour une utilisation à grande échelle tant qu’aucun traitement spécifique n’aura été développé.	但是，在开发出特异性疗法之前，有必要进行验证和澄清以提出可大规模使用的方法。
Par ailleurs, étant donné les effets thérapeutiques, il convient d’examiner attentivement certains inconvénients associés au plasma.	另外，考虑到治疗效果，应仔细考虑与血浆相关的一些缺点。
Par exemple, les anticorps peuvent entraîner une stimulation excessive de la réponse immunitaire et provoquer un syndrome de libération de cytokines, potentiellement fatal.	例如，抗体可以过度刺激免疫反应并引起细胞因子释放综合征，这一毒性反应可能危及生命。
La concentration d’anticorps dans le sang est généralement basse, et la demande de plasma pour traiter les patients gravement malades est importante.	血液中的抗体浓度通常较低，而治疗危重患者的血浆需求量很大。
Il est difficile de développer et de produire des anticorps spécifiques assez rapidement pour lutter contre une épidémie mondiale.	很难足够快地开发和生产特异性抗体以对抗一种全球流行病。
Par conséquent, il est plus essentiel et plus efficace d’isoler les cellules B de patients rétablis et d’identifier les codes génétiques codant les anticorps pertinents ou de rechercher des anticorps efficaces contre les principales protéines du virus.	因此，更关键和实用的方法是：从已康复的患者体内分离 B 细胞并鉴别编码有效抗体的遗传密码，或针对病毒必需的蛋白质筛选有效抗体。
Cela permettrait d’accroître rapidement la production d’anticorps.	这样，我们可以轻松地扩大抗体的生产规模。
La MTC est utilisée depuis des millénaires en Chine pour traiter une large variété de maladies.	在中国，使用 TCM 治疗多种疾病已经数千年的历史。
Cependant, ses effets reposent largement sur la combinaison de multiples composants en une formule qui varie en fonction du diagnostic, posé d’après les théories de la MTC.	但是，其治疗效果在很大程度上取决于处方中多种成分的组合，而处方根据 TCM 理论的疾病诊断有所不同。
La plupart des composants efficaces restent peu ou pas du tout connus dans la mesure où il est difficile de les extraire et de les vérifier, ou de connaître leurs associations optimales.	大多数有效成分仍然未知或不明确，因为很难提取和验证此类成分或其最佳组合。
À l’heure actuelle, en raison de l’absence d’un traitement efficace spécifique de la COVID-19, la MTC constitue l’un des principaux traitements alternatifs pour les patients présentant des symptômes légers à modérés ou en rémission d’une forme grave de la maladie.	当前，由于针对 COVID-19 缺乏有效和特异性的疗法，因此 TCM 已成为轻至中度症状患者或已经从重症阶段恢复的患者的主要替代治疗方法之一。
Par exemple, les gélules Shu Feng Jie Du et Lian Hua Qing Wen se sont révélées efficaces pour le traitement de la COVID-19.	例如，已经发现疏风解毒胶囊和连花清瘟胶囊对 COVID-19 治疗有效。
Les meilleurs taux de guérison de la COVID-19 ont été observés dans des provinces de Chine ayant eu recours à la MTC pour 87 % de leurs patients, notamment la province du Gansu (63,7 %), la région du Ningxia (50 %) et le Hunan (50 %), tandis que la province du Hubei, qui n’y a eu recours qu’à hauteur de 30 % des patients atteints de la COVID-19, présente le taux de guérison le plus bas (13 %).	在中国几个省份，有 87% 的患者使用 TCM 治疗，其中观察到 COVID-19 患者的最高治愈率，包括甘肃 (63.7%)、宁夏 (50%) 和湖南 (50%)，而湖北省仅在约 30% 的 COVID-19 患者中使用了 TCM 治疗，其治愈率最低 (13%)。
Cependant, il s’agit d’une comparaison plutôt approximative puisque de nombreux autres facteurs d’impact, comme le nombre de patients et la gravité de la maladie, doivent être pris en compte pour l’évaluation.	不过，这只是一个粗略的比较，因为在评估中还应该包括许多其他影响因素，例如患者的数量和严重程度。
Le 18 février 2020, Boli Zhang et ses collaborateurs publiaient une étude qui comparait un traitement utilisant la médecine occidentale (MO) uniquement et un traitement combiné associant la MO et la MTC.	2020 年 2 月 18 日，张伯礼及其同事发表了一项比较西药 (WM) 单独治疗与 WM 及 TCM 联合治疗的研究。
Il est apparu que le délai de retour à une température corporelle normale, le délai de disparition des symptômes et la durée d’hospitalisation étaient nettement plus courts pour le groupe MO+MTC que pour le groupe MO uniquement.	他们发现，WM+TCM 组体温恢复、症状消失和住院所需的时间较单纯 WM 组明显缩短。
Plus impressionnant encore, le taux d’aggravation des symptômes (de légers à sévères) était nettement inférieur pour le groupe MO+MTC que pour le groupe MO uniquement (7,4 % contre 46,2 %) ; de même, la mortalité était moindre pour le groupe MO+MTC que pour le groupe MO uniquement (8,8 % contre 39 %).	最令人印象深刻的是，WM+TCM 组的症状恶化率（从轻型到重型）显著低于单纯 WM 组（7.4% 对 46.2%），并且 WM+TCM 组的死亡率同样低于单纯 WM 组（8.8% 对 39%）。
Néanmoins, l’efficacité et l’innocuité de la MTC restent encore à préciser par le biais d’essais contrôlés menés à plus grande échelle et dans davantage de centres.	尽管如此，TCM 的有效性和安全性仍然需要更高质量的对照试验、更大范围和更多中心来证实。
Il serait également intéressant de caractériser le mécanisme d’action et de clarifier les composants efficaces des traitements de MTC ou leurs associations, si possible.	表征 TCM 治疗或其组合的作用机制并在可能的情况下阐明其有效成分也将引人关注。
Les individus identifiés comme des cas probables ou confirmés de COVID-19 ressentent généralement une vive inquiétude envers cette maladie hautement contagieuse et mortelle, et ceux placés en quarantaine éprouvent également un sentiment d’ennui, de solitude et de colère.	疑似或确诊 COVID-19 的患者大多会因这种高度传染性甚至致死性的疾病而产生极大恐惧，被隔离者也会感到苦闷、孤独和愤怒。
En outre, les symptômes de l’infection, tels que la fièvre, l’hypoxie et la toux, ainsi que les effets indésirables des traitements, tels que l’insomnie induite par les corticostéroïdes, peuvent entraîner une anxiété accrue et une détresse psychologique.	此外，感染的症状，例如发热、缺氧和咳嗽，以及治疗的不良反应，例如皮质类固醇引起的失眠，都可能增加焦虑和心理困扰。
Dans les premiers temps de l’épidémie de SRAS, de multiples morbidités psychiatriques ont été rapportées, notamment une dépression persistante, de l’anxiété, des crises de panique, une excitation psychomotrice, des symptômes psychotiques, un état confusionnel aigu et même des tendances suicidaires.	在 SARS 爆发的早期阶段报道过一系列心理反应，包括持续抑郁、焦虑、惊恐发作、精神运动性兴奋、精神病性症状、谵妄甚至自杀。
La recherche obligatoire des contacts et la mise en quarantaine, dans le cadre de la réponse des services de santé publique à l’épidémie de COVID-19, peuvent accroître l’anxiété et entraîner une certaine culpabilité des malades vis-à-vis des effets de la contagion, de la quarantaine, et de la stigmatisation de leur famille et de leurs amis.	作为对 COVID-19 爆发的公共卫生应对措施的一部分，强制性的密切接触者追踪和隔离会使人们对传染、隔离和污名对其家人和朋友的影响更加焦虑和内疚。
Ainsi, des soins de santé mentale doivent être prodigués aux patients atteints de la COVID-19, aux individus identifiés comme des cas probables, aux personnes en contact avec ces populations, ainsi qu’à tout autre individu en détresse.	因此，应该为 COVID-19 患者、疑似病例、密切接触者以及有需要的公众提供心理健康护理。
Ce soutien psychologique doit inclure la formation d’équipes pluridisciplinaires, une communication claire avec des mises à jour régulières et précises sur l’épidémie de SARS-CoV-2 et les plans de traitement, ainsi que l’utilisation d’applications et d’équipements électroniques professionnels afin d’éviter tout contact rapproché.	心理支持应包括建立多学科心理健康团队，通过定期和准确地更新 SARS-CoV-2 爆发信息和治疗计划进行清晰的沟通，使用专业电子设备和应用程序避免密切接触。
Des vaccins efficaces sont essentiels pour interrompre la chaîne de transmission des réservoirs animaux et des êtres humains infectés aux hôtes vulnérables, et sont souvent complémentaires du traitement antiviral dans le contrôle d’épidémies causées par des virus émergents.	有效的疫苗对于中断从动物宿主和已感染患者到易感宿主的传播链至关重要，并且在控制由新兴病毒引起的疫情方面通常作为抗病毒治疗的补充手段。
Des efforts ont été déployés pour développer des vaccins à base de protéine S, en vue de produire des anticorps neutralisants puissants à long terme et/ou d’induire une immunité protectrice contre le SARS-CoV.	业界已经努力开发基于 S 蛋白的疫苗，以产生长期和有效的中和抗体和/或针对 SARS-CoV 的保护性免疫。
Des vaccins vivants atténués ont été évalués sur des modèles animaux pour le SRAS.	减毒活疫苗已经在 SARS 动物模型中进行过评价。
Cependant, l’efficacité in vivo de ces vaccins potentiels chez les personnes âgées et sur des modèles soumis à une provocation létale ainsi que leur protection contre une infection par un virus zoonotique restent encore à déterminer, dans la mesure où aucune étude clinique n’a encore été initiée.	然而，在启动临床研究之前，尚未确定这些候选疫苗在老年人和致死性攻击模型中的体内有效性以及其对人畜共患病毒感染的保护作用。
Cela est probablement dû au fait que le SRAS s’est éteint il y a 17 ans et qu’aucun nouveau cas n’a été rapporté depuis.	这很可能是因为 SARS 早在 17 年前就已经消失，此后再未报告过新病例。
En revanche, des cas et foyers sporadiques de MERS continuent de se déclarer en Moyen-Orient et dans d’autres régions en raison de la persistance de sources zoonotiques dans des zones endémiques.	相比之下，由于在疫区持续存在人畜共患病源，因此中东地区持续存在 MERS 的零星病例和聚集性发病，并传播到其他地区。
Diverses stratégies de vaccination ont été développées pour le MERS à l’aide du virus inactivé, de plasmides d’ADN, de vecteurs viraux, de nanoparticules, de particules apparentées au virus et de sous-unités de protéines recombinantes, et certaines ont été évaluées sur des modèles animaux.	通过使用灭活病毒、DNA 质粒、病毒载体、纳米颗粒、病毒样颗粒和重组蛋白亚基，已经开发出针对 MERS 的疫苗接种策略，其中一些已经在动物模型中进行过评价。
Le développement d’un vaccin sûr et efficace contre le SARS-CoV-2 pour les individus non immunisés constitue un objectif urgent et essentiel en vue de contrôler l’épidémie en cours.	为非免疫个体开发针对 SARS-CoV-2 的安全有效疫苗是控制当前疫情的一项紧迫而关键的任务。
Cependant, il s’agit d’un réel défi en raison de l’important délai (18 mois en moyenne) nécessaire pour développer un vaccin et des variations dynamiques des coronavirus.	但是，由于疫苗开发需要的漫长时间（平均 18 个月）以及 CoV 的动态变化，克服这一困难具有挑战性。
Dans la mesure où il s’agit d’une maladie émergente, la COVID-19 entame tout juste son évolution clinique à travers des milliers de patients.	作为一种新型疾病，COVID-19 刚刚开始在数以千计的患者中展现其完整的临床过程。
Dans la plupart des cas, les malades se rétablissent progressivement sans séquelles.	在大多数情况下，患者都可以逐渐康复，无后遗症。
Cependant, à l’instar du SRAS et du MERS, la COVID-19 est également associée à une morbidité et une mortalité élevées pour les cas les plus graves.	但是，与 SARS 以及 MERS 类似，COVID-19 重症患者也具有很高的患病率和死亡率。
Par conséquent, établir un modèle de pronostic est essentiel pour que les agences de santé puissent prioriser leurs services, en particulier dans les zones disposant de ressources limitées.	因此，建立这种疾病的预后模型对于卫生保健机构确定服务的优先级至关重要，尤其是在资源有限的地区。
D’après les études cliniques réalisées jusqu’ici, les facteurs pouvant affecter ou être associés au pronostic des patients atteints de la COVID-19 sont les suivants (Tableau ​(Tableau33) :	根据迄今为止报道的临床研究，以下因素可能影响 COVID-19 患者的预后或与预后相关（表 (Table33）：
Âge : l’âge constituait le principal facteur pour le pronostic du SRAS, et cela semble également être le cas pour la COVID-19.	年龄：年龄是影响 SARS 预后的最重要因素，对于 COVID-19 也是如此。
La COVID-19 touche principalement des individus âgés de 30 à 65 ans, avec 47,7 % de plus de 50 ans selon une étude menée sur 8 866 cas, comme décrit ci-avant.	如前所述，在一项包括 8,866 名病例的研究中，COVID-19 主要发生在 30-65 岁年龄段，其中 47.7% 的患者超过 50 岁。
Les patients ayant nécessité des soins intensifs étaient plus susceptibles de présenter des comorbidités sous-jacentes et des complications, et étaient nettement plus âgés (âge médian de 66 ans contre 51 ans), suggérant ainsi l’âge comme facteur de pronostic pour les patients atteints de la COVID-19.	需要重症监护的患者更有可能存在基础合并症和并发症，并且年龄显著大于不需要重症监护的患者（中位年龄为 66 岁对 51 岁），提示年龄为 COVID-19 患者结局的一项预后因素。
Sexe : le SARS-CoV-2 a infecté davantage d’hommes que de femmes (0,31/100 000 contre 0,27/100 000), comme décrit ci-avant.	性别：如前所述，感染 SARS-CoV-2 的男性多于女性（0.31/10 万对 0.27/10 万）。
Comorbidités et complications : les patients atteints de la COVID-19 nécessitant des soins intensifs sont plus susceptibles de souffrir de lésions cardiaques aiguës et d’arythmie.	合并症和并发症：需要重症监护的 COVID-19 患者更有可能出现急性心脏损伤和心律失常。
Les événements cardiaques constituaient également la principale cause de décès chez les patients atteints du SRAS.	心脏事件也是 SARS 患者死亡的主要原因。
Il a été établi que le SARS-CoV-2 peut également se lier aux cholangiocytes positifs de l’ACE2, ce qui peut entraîner des dysfonctions hépatiques chez les patients atteints de la COVID-19.	据报道，SARS-CoV-2 还可与 ACE2 阳性胆管细胞结合，这可能导致 COVID-19 患者出现肝功能异常。
Il convient de noter que l’âge et la présence de problèmes de santé sous-jacents sont fortement corrélés et peuvent interférer l’un avec l’autre.	值得注意的是，年龄与基础疾病密切相关并可能相互影响。
Résultats de laboratoire anormaux : le taux de protéine C-réactive (CRP) dans le sang reflète la sévérité de l’inflammation ou des lésions tissulaires ; il a été avancé comme facteur de pronostic potentiel de la maladie, de la réponse au traitement et de la guérison.	实验室检查结果异常：血液中的 C 反应蛋白 (CRP) 水平反映了炎症或组织损伤的严重程度，已被视为疾病、治疗反应以及最终恢复的潜在预后因素。
La corrélation entre le taux de CRP et la sévérité ainsi que le pronostic de la COVID-19 a également été proposée.	还有人提出 CRP 水平与 COVID-19 的严重程度以及预后存在相关性。
Par ailleurs, un taux élevé de lactate déshydrogénase (LDH), d’aspartate aminotransférase (AST), d’alanine aminotransférase (ALT) et de créatine kinase (CK) peut également participer à établir le pronostic.	此外，乳酸脱氢酶 (LDH)、天冬氨酸氨基转移酶 (AST)、丙氨酸氨基转移酶 (ALT) 和肌酸激酶 (CK) 升高也可能有助于预测结局。
Ces enzymes sont largement exprimées au sein de plusieurs organes, notamment au niveau du cœur et du foie, et sont libérées en cas de lésions tissulaires.	这些酶在多个器官中广泛表达，尤其是在心脏和肝脏中，并在组织损伤期间释放。
Elles constituent donc traditionnellement des marqueurs de dysfonction cardiaque ou hépatique.	因此，它们是心脏或肝脏功能障碍的传统标志物。
Symptômes cliniques majeurs : les résultats de radiographie thoracique et la progression temporelle des symptômes cliniques doivent être examinés en association avec les autres éléments pour la détermination du pronostic et des complications de la COVID-19.	主要临床症状：胸部影像学检查和临床症状的时间进展应与其他问题一起考虑，以预测 COVID-19 的结局和并发症。
Utilisation de stéroïdes : comme décrit ci-avant, les stéroïdes sont des immunosuppresseurs communément utilisés en traitement d’appoint pour les maladies infectieuses afin de réduire la gravité des lésions inflammatoires.	类固醇的使用：如前所述，类固醇是免疫抑制剂，通常用作传染性疾病的辅助治疗，以减轻炎症损害的严重程度。
Étant donné que la prise de corticostéroïdes a dose élevée a été largement utilisée pour les cas graves de SRAS, de nombreux survivants ont présenté une ostéonécrose avasculaire résultant en une incapacité permanente et une qualité de vie médiocre.	由于大剂量皮质类固醇被广泛用于重型 SARS 患者，许多幸存者患有缺血性骨坏死，导致终生残疾和较差的生活质量。
Ainsi, si nécessaire, l’administration de stéroïdes aux patients atteints de la COVID-19 doit être limitée à une faible dose et à une courte durée.	因此，如果需要，应在 COVID-19 患者中以小剂量和短时间使用类固醇。
Stress mental : comme décrit ci-avant, l’épidémie de COVID-19 a entraîné un grand nombre de cas de stress exceptionnel, les patients connaissant souvent de longues périodes de quarantaine, une incertitude extrême ainsi que le décès de proches ou d’autres patients.	心理压力：如前所述，在 COVID-19 爆发期间，许多患者承受着极大的压力，因为他们经常遭受长期的隔离和极端的不确定性，并且目睹了亲属和病友的死亡。
Il est impératif de proposer un accompagnement psychologique et un soutien sur le long terme afin d’aider ces individus à surmonter ce stress et à retrouver une vie normale.	必须提供心理咨询和长期支持，以帮助这些患者摆脱压力并恢复正常生活。
D’après les études démographiques réalisées jusqu’ici, la COVID-19 semble présenter des caractéristiques épidémiologiques différentes de celles du SRAS.	根据迄今为止的人口统计学研究，COVID-19 的流行病学特征似乎与 SARS 有所不同。
En plus de se répliquer dans les voies respiratoires inférieures, le SARS-CoV-2 se réplique également efficacement dans les voies respiratoires supérieures et n’entraîne pas ou peu de symptômes dans la première phase de l’infection, à l’instar des coronavirus à l’origine des rhumes communs.	除了在下呼吸道内复制之外，SARS-CoV-2 还可以在上呼吸道内有效复制，并在感染的早期阶段引起轻度症状或无症状，这与引起普通感冒的其他 CoV 相似。
Par conséquent, les individus récemment infectés ou en période d’incubation peuvent produire une grande quantité de virus au cours de leurs activités quotidiennes, ce qui entrave considérablement le contrôle de l’épidémie.	因此，感染者在发病早期或潜伏期会在日常活动过程中产生大量病毒，给疫情的控制带来很大困难。
Cependant, il était considéré que le SARS-CoV était transmis par les patients gravement malades, avec une très faible probabilité de transmission dans la première phase.	但是，SARS-CoV 的传播被认为是在患者病情严重时发生的，大多数传播并不发生在早期阶段。
L’actuelle épidémie de COVID-19 est donc bien plus grave et difficile à contrôler que ne l’a été celle du SRAS.	因此，与 SARS 相比，当前 COVID-19 的爆发更为严重且难以控制。
