fr	zh
Les patients développent souvent une pneumonie atypique, une lésion pulmonaire aiguë et un syndrome de détresse respiratoire aiguë (SDRA).	患者通常会出现非典型肺炎、急性肺损伤和急性呼吸窘迫综合征 (ARDS)。
La préparation face aux pandémies fait partie du rôle du RSC du RCGP.	疫情防范是 RCGP RSC 职能的一部分。
Le Canada, les États-Unis, le Japon, l’Inde, le Sri Lanka, l’Australie, la France, l’Argentine, l’Allemagne et la Thaïlande ont été parmi les premiers à organiser l’évacuation de leurs citoyens.	其中最先计划撤侨的国家有加拿大、美国、日本、印度、斯里兰卡、澳大利亚、法国、阿根廷、德国和泰国。
Cependant, la protéine S du SARS-CoV-2 se lie à l’ACE2 humain moins fortement que celle du SARS-CoV, ce qui coïncide avec le fait que le SARS-CoV-2 cause une infection moins importante que le SARS-CoV.	但是，相对于 SARS-CoV，SARS-CoV-2 的 S 蛋白与人 ACE2 的结合力较弱，这与 SARS-CoV-2 导致的患者感染严重程度低于 SARS-CoV 的事实相吻合。
Certains ont suggéré que le virus pouvait aussi se transmettre par de fines gouttelettes qui resteraient dans l’air sur des périodes plus longues, qui pourraient être projetées en parlant. Les gouttelettes respiratoires peuvent aussi être projetées lors de l’expiration, notamment en parlant, quoique le virus ne soit généralement pas aéroporté.	还有人提出，人们说话时产生的飞沫在空气中停留较长时间也可能导致该病毒的传播。尽管病毒通常无法通过空气传播，但人们在呼气或说话时，也可能会产生飞沫。
L’ampleur maximale des rassemblements recommandée par les organismes gouvernementaux et de santé des États-Unis a été rapidement réduite de 250 personnes (s’il n’existe pas de présence connue de la COVID-19 dans la région) à 50 personnes, et plus tard à 10 personnes.	关于最大人群聚集规模，美国政府机构和卫生组织最初的建议是 250 人（在无 COVID-19 传播的地区），随后很快减少到 50 人，后来又减少到 10 人。
Chez les personnes infectées testées au cours de la deuxième semaine, un échantillon peut également être prélevé dans les voies respiratoires profondes par cathéter d'aspiration, ou un crachat (expectoration) peut être utilisé.	对于在感染后第二周进行检测的感染者，样本物可替换为通过吸痰管获得的深呼吸道提取物，或可以使用咳出物（痰液）。
Le confinement devrait ralentir la propagation, et la surveillance intensive pourrait s’avérer bénéfique pour la gestion de la propagation.	控制措施应该会减慢疫情扩散速度，严格监测可能有利于控制疫情扩散。
Le nombre de victimes réelles de la COVID-19 pourrait être bien plus élevé, puisqu’il pourrait ne pas inclure les personnes décédées non testées - p.ex. à domicile, dans les maisons de retraites, etc.	实际的 COVID-19 死亡人数可能远超统计数据，因为该数据可能不包含未接受检测的患者，如在家中、疗养院等地死亡的患者。
Selon l'UNICEF, le fait de prendre l'habitude de se laver les mains avec du savon avant de manger et après être allé aux toilettes peut sauver plus de vies que n'importe quel vaccin ou intervention médicale, et réduire de près de moitié les décès dus à la diarrhée et d'un quart les décès imputables aux infections respiratoires aiguës.	联合国儿童基金会表示，与任何单一的疫苗或医疗干预相比，让饭前和如厕后用肥皂洗手变成根深蒂固的习惯能拯救更多的生命，可将腹泻导致的死亡减少近一半，将急性呼吸系统感染导致的死亡减少四分之一。
Mardi, ALDI a annoncé qu’après le déblocage anticipé des stocks, certains magasins ne sont pas en mesure d’honorer la promotion du mercredi.	星期二，ALDI宣布，在提前释放库存后，一些商店将无法举行星期三特惠活动。
pouvez-vous me dire si vous avez d'autres symptômes ?	您能描述一下除此之外还有什么其他症状吗？
Elle est utilisée pour confirmer les infections très récentes ou actives.	可用来确定最近是否受到感染或是否有活动性感染。
Ji, et al., ont émis l’hypothèse selon laquelle le virus aurait pu être transmis des chauves-souris à l’Homme par les serpents, ce qui impliquerait une recombinaison homologue au sein de la protéine S.	Ji 等人提出蛇是从蝙蝠到人的病毒携带者，其中涉及 S 蛋白内部的同源重组。
Le 15 février, les États-Unis ont annoncé qu’ils évacueraient les Américains à bord du navire de croisière Diamond Princess.	2 月 15 日，美国宣布撤回钻石公主号邮轮上的美国人。
Au Japon, le hashtag #ChineseDontComeToJapan a fait fureur sur Twitter.	在日本，有人推特上发起的 #ChineseDontComeToJapan（中国人别来日本）话题广泛传播。
Par exemple, une lymphopénie avec un nombre de globules blancs &amp; lt; 4 × 109/L et un nombre de lymphocytes &amp; lt; 1 × 109/L, ainsi qu’un taux élevé d’aspartate aminotransférase et une virémie ont été identifiés chez 1 099 patients atteints de la COVID-19.	例如，在 1,099 名 COVID-19 患者中发现了白细胞计数 &amp; lt; 4×109/L——包括淋巴细胞计数 &amp; lt; 1×109/L——的淋巴细胞减少症、天冬氨酸氨基转移酶水平升高以及病毒血症。
Certaines des personnes infectées peuvent être asymptomatiques, sans aucun symptôme clinique mais avec des résultats au test qui confirment l’infection, alors les chercheurs ont émis des recommandations selon lesquelles les personnes ayant eu un contact rapproché avec des personnes confirmées infectées devraient être étroitement surveillées et examinées pour écarter le risque d’infection.	有些感染者可能无症状，无任何临床表现，但检测结果呈阳性，因此研究人员建议对确诊患者的密切接触者进行密切观察和检查，排除感染可能。
En raison de la mise en quarantaine des transports publics de Wuhan et du Hubei, plusieurs pays ont prévu d’évacuer leurs citoyens et leur personnel diplomatique de la région, principalement via des vols affrétés par le pays d’origine, avec l’autorisation des autorités chinoises.	因武汉和湖北其他地区的公共交通被有效隔离，一些国家和地区已计划将侨居在这些地区本国公民和外交人员撤回本国，主要通过本国包机并由中国有关当局提供许可来实现。
Tedros a ensuite déclaré que nous étions « aussi forts que notre maillon le plus faible » et a exhorté la communauté internationale à « investir aujourd’hui ou payer plus demain ». Le 11 février, l’OMS a établi dans une conférence de presse que la maladie portait le nom de COVID-19.	谭德塞进一步发表声明，宣称“最弱的环节决定了我们有多强大”，并敦促国际社会“立即投入，否则日后代价更大”。2 月 11 日，世界卫生组织在新闻发布会上确定将该病命名为 COVID-19。
Cependant, un écart de 1 % entre deux génomes constitue une différence d’importance ; il convient donc d’attendre des résultats concluants permettant d’établir des preuves concrètes (Fig. ​(Fig.33).	但是，两个基因组之间 1% 的差异仍然是巨大的区别；因此，尚待具体证据提供决定性结果（图 ​(Fig.33）。
Il a été établi qu’une réaction excessive du système immunitaire entraîne un choc cytokinique chez les patients atteints du SRAS et du MERS.	众所周知，SARS 和 MERS 患者的免疫系统反应过度会导致细胞因子风暴。
ainsi que la réduction du taux de mortalité infantile lors des accouchements à domicile.	以及降低在家中接生时的婴儿死亡率。
et ils ont un peu de fièvre aussi	他们也出现一定程度的发热症状
L’OMS a recommandé le port de masques aux personnes en bonne santé uniquement si elles font face à un risque important, par exemple si elles s’occupent d’un malade atteint de la COVID-19, même si elle reconnait que le port du masque peut aider les gens à ne pas se toucher le visage.	世界卫生组织建议健康人群只有在高风险区域才需戴口罩，如负责照料 COVID-19 患者的人员，不过该组织也认可戴口罩有助于避免摸脸。
Le Haut-Commissariat des Nations unies aux droits de l'homme a demandé l’assouplissement des sanctions économiques pour les nations les plus touchées par la pandémie, y compris l’Iran.	联合国人权事务高级专员要求对包括伊朗在内受本次大流行病影响最严重的国家放松经济制裁。
bien, pouvez-vous m’en dire un peu plus sur votre douleur dans la poitrine ?	您能多告诉我一些关于您的胸痛的事吗？
Le lavage des mains est généralement associé à d'autres mesures sanitaires dans le cadre des programmes eau, assainissement et hygiène (WASH).	作为供水、环境卫生和个人卫生 (WASH) 项目的一部分，在倡导洗手的同时，通常还会采取其他卫生干预措施。
Le Panama a rendu obligatoire le port d’un masque pour toute sortie, tout en recommandant la fabrication d’un masque artisanal à ceux qui ne peuvent en acheter.	巴拿马规定外出必须戴口罩，并建议买不到口罩的居民自制口罩。
Il pourrait y avoir une forte sous-estimation des cas, notamment parmi ceux présentant des symptômes bénins.	可能存在大量未报告病例，尤其是轻症病例。
Après la Chine, la COVID-19 a continué de se propager, et la dynamique de la pandémie de COVID-19 dans le reste du monde suit actuellement celle de ce pays.	继中国之后，COVID-19 的地理分布进一步扩大，目前世界其他地区 COVID-19 大流行病的动态变化与中国相仿。
Par la suite, le remdésivir a également démontré une possible inhibition d’autres virus à ARN simple brin, parmi lesquels le MERS et le SRAS.	后来，还证明瑞德西韦可能抑制其他单链 RNA 病毒，包括 MERS 和 SARS 病毒。
Étant donné qu’elle n’exige pas de série de cycles de température alternants, cette méthode peut fournir des résultats positifs en seulement cinq minutes et des résultats négatifs en 13 minutes.	由于该方法不需要一系列的变温循环，因此，仅 5 分钟就可得出阳性结果，13 分钟内可确定阴性结果。
Le Pakistan a déclaré qu’il n’évacuerait aucun de ses citoyens de la Chine.	巴基斯坦表示不会从中国撤侨。
Par exemple, des anticorps isolés à partir d’un patient rétabli ont neutralisé le MERS-CoV.	例如，从已康复患者中分离的抗体能够中和 MERS-CoV。
Par conséquent, de nombreuses compagnies aériennes ont annulé des vols à cause d’une baisse de la demande, notamment British Airways, China Eastern Airlines et Qantas, tandis que la compagnie aérienne régionale britannique Flybe a fait faillite.	受此影响，很多航空公司因需求下降而取消了航班，包括英国航空公司、中国东方航空公司和澳洲航空公司，而英国支线航空公司 Flybe 则不幸倒闭。
La période d’incubation moyenne était de 4,8 jours (3,0-7,2).	平均潜伏期为 4.8 (3.0-7.2) 天。
"Le fait de se laver systématiquement les mains avec du savon à certains ""moments clés"" de la journée empêche la propagation de nombreuses maladies, par exemple la diarrhée et le choléra, qui sont transmises par voie oro-fécale."	在每天的某些“关键时刻”坚持用肥皂洗手可防止许多疾病的传播，例如腹泻和霍乱，这些疾病都可通过粪–口途径传播。
Des effets négatifs sur l’économie mondiale ont été ressentis en Chine : d’après un rapport médiatique du 16 mars, l’économie chinoise a été très durement touchée lors des deux premiers mois de l’année 2020 en raison des mesures prises par le gouvernement pour limiter la propagation du virus, et les ventes au détail ont chuté de 20,5 %.	全球经济受损已对中国产生影响：3 月 16 日的一份媒体报道称，2020 年前两个月，受政府采取的疫情遏制措施的影响，中国经济遭受巨大冲击，零售额暴跌 20.5%。
Le 3 avril, les États-Unis ont enregistré 884 décès dus au coronavirus en 24 heures.	4 月 3 日，美国 24 小时内新增 884 例冠状病毒死亡病例，创下最高记录。
Pour le PoCT, un seul échantillon de sang est généralement prélevé par ponction cutanée.	对于 PoCT，一般情况下会采用皮肤穿刺获取一份血液样本。
Le remdésivir est un nouveau médicament antiviral développé à l’origine par Gilead pour le traitement de maladies provoquées par les virus Ebola et Marburg.	瑞德西韦是吉利德开发的一种新型抗病毒药物，最初用于治疗由埃博拉病毒和马尔堡病毒引起的疾病。
Toutefois, la COVID-19 présente une sévérité et une mortalité moindres que le SRAS, mais elle est bien plus transmissive, et elle affecte davantage les personnes âgées que les jeunes et davantage les hommes que les femmes.	虽然 COVID-19 的严重性和死亡率低于 SARS，但其传播性更强，受影响的老年人多于年轻人，男性多于女性。
Le pays enregistre ainsi un record de mortalité due au virus en une seule journée.	这创下该病毒所致单日死亡病例新高。
La décision a été annoncée deux jours après que l’Organisation mondiale de la santé ait déclaré que l’épidémie, responsable de la maladie COVID-19, était une pandémie.	该举措是在世界卫生组织宣布导致COVID-19疾病的病毒爆发为大流行后两天做出的。
vous sentez comme une oppression dans la poitrine	您感到胸闷
Cela signifie que les pays disposent plus ou moins de ressources que l’Italie (12,5 lits en soins intensifs et intermédiaires pour 100 000 individus en 2010–11).	这意味着各国拥有的资源可能多于或少于意大利（2010-2011 年每 10 万人拥有 12.5 张重症监护和中期照护床位）。
L’organisation a déclaré qu’il existe un plus grand risque de propagation du virus dans les établissements clos comme les centres de détention, qui manquent également de soins médicaux.	该组织指出，病毒在拘留中心等封闭机构中的传播风险更大，且这些机构缺乏足够的医疗保健措施。
Les cas ont commencé à augmenter rapidement, ce qui a poussé le gouvernement italien à suspendre tous les vols vers et à destination de la Chine et à déclarer l’état d’urgence.	随后该国病例数急剧上升，促使意大利政府暂停所有往返中国的航班，并宣布进入紧急状态。
Les tests ont été entachés par des kits de dépistage défectueux produits par le gouvernement fédéral en février, l’absence d’approbation du gouvernement fédéral pour les kits de dépistage non gouvernementaux (universités, entreprises et hôpitaux) jusqu’à la fin du mois de février et des critères restrictifs pour pouvoir prétendre à un test jusqu’à début mars (ordonnance d’un médecin obligatoire par la suite).	联邦政府 2 月份生产的试剂盒存在缺陷，直到 2 月底联邦政府才批准使用（来自学术界、公司和医院的）非政府试剂盒，直到 3 月初才确定检测资格限制性标准（此后需要医嘱），所有这些因素均导致美国前期检测受阻。
bien madame, à entendre vos symptômes, il semblerait que vous ayez l’un des virus de la grippe	女士，听起来您的症状像是感染了某种流感病毒
La valeur la plus haute de cette fourchette est cohérente avec les résultats des premiers tests randomisés pour la COVID-19 en Allemagne, et une étude statistique analysant l’impact des tests sur les estimations du taux de létalité.	该范围的估计值上限符合德国对 COVID-19 进行的首次随机检测，以及一项关于检测对 CFR 估计值影响的统计分析研究。
L’Organisation mondiale de la santé qualifie le COVID-19 de pandémie	世界卫生组织宣布COVID-19为大流行
En réponse au développement de l’épidémie en Iran, l’OMS a envoyé une équipe de mission conjointe sur place pour évaluer la situation. Le 28 février, les représentants de l’OMS ont déclaré que l’évaluation de la menace liée au coronavirus au niveau mondial était passée de « élevée » à « très élevée », son plus haut niveau d’alerte et d’évaluation des risques.	为了应对伊朗不断发展的疫情，世界卫生组织派出联合特派团前往该国评估局势。2 月 28 日，世界卫生组织官员称已将冠状病毒疫情的全球风险级别从“高”上调至“很高”，这也是该评估方法的最高警戒和风险级别。
La décision de la NBA a fait suite au dépistage positif au virus COVID-19 d’un joueur des Utah Jazz.	NBA在一名犹他爵士球员检测出COVID-19病毒呈阳性后做出了这一决定。
Il n’existe aucun vaccin connu ou traitement antiviral spécifique.	目前尚无疫苗或特效抗病毒治疗方案。
Le 11 mars, le Premier ministre Conte a ordonné l’arrêt de la quasi-totalité de l’activité commerciale, à l’exception des supermarchés et des pharmacies. Le 6 mars, la Société italienne d’anesthésie, d’analgésie, de réanimation et de soins intensifs (SIAARTI) a publié des recommandations d’éthique médicale concernant les protocoles de triage pouvant être adoptés.	3 月 11 日，总理孔特下令停止除超市和药店以外的几乎所有商业活动。3 月 6 日，意大利麻醉镇痛重症医学学会 (SIAARTI) 公布了关于可能采用的分诊方案的医学伦理建议。
La capacité de dépistage, en grande partie dans les laboratoires du secteur privé, a été renforcée au cours de plusieurs années par le gouvernement sud-coréen.	得益于韩国政府在过去几年里建立起来的检测能力，其主要集中在私营部门的实验室中。
Début mars 2020, les médecins des régions affectées d’Italie indiquaient qu’environ 10 % des patients atteints de la COVID-19 nécessitaient des soins intensifs, et les médias rapportaient que les hôpitaux et les services de soins intensifs de ces régions avaient déjà atteint leur capacité maximale.	2020 年 3 月上旬，据意大利受影响地区的医生介绍，大约 10% 的 COVID-19 患者需要重症监护，而媒体报道表示这些地区的医院和重症监护病房已经达到最大承载量。
Il est très important que les autorités sanitaires ajustent la durée effective de la quarantaine d’après une période d’incubation la plus précise possible, afin d’éviter que les personnes infectées mais asymptomatiques ne transmettent le virus.	对于卫生部门来说，根据最准确的潜伏期调整有效的隔离时间非常重要，这样可以防止无症状感染者将病毒传播给其他人。
Trump n’a pas désigné l’Agence fédérale des situations d’urgence (FEMA) comme responsable de la réponse du gouvernement face au COVID-19, ce qui, selon Politico, a déçu certains experts en gestion des catastrophes.	特朗普并没有让联邦应急管理局(FEMA)来负责政府对COVID-19的应对工作，据Politico报道，这让部分灾难管理专家感到失望。
Une analyse des modèles de voyages en avion a été utilisée pour cartographier et prévoir les modèles de propagation, et a été publiée dans le Journal of Travel Medicine à la mi-janvier 2020.	航空出行模式分析被用于绘制和预测传播模式，并于 2020 年 1 月中旬刊登到了《旅行医学杂志》杂志上。
Les stéroïdes, comme agents immunosuppresseurs, ont été largement utilisés dans le traitement du SRAS afin de réduire la gravité des lésions inflammatoires.	类固醇作为免疫抑制剂被广泛用于治疗 SARS，以减轻炎症损害的严重程度。
Le 17 mars, Adam Kucharski de la London School of Hygiene &amp; amp; Tropical Medicine déclarait que le SARS-CoV-2 « va continuer à circuler, potentiellement pendant une année ou deux ».	3 月 17 日，来自伦敦卫生与热带医学院的 Adam Kucharski 表示，SARS-CoV-2“可能会反复爆发，持续一到两年。”
L’intervention à long terme pour supprimer la pandémie a un coût social et économique.	旨在抑制大流行病的长期干预会带来社会和经济成本。
D’autres pays ont également adopté une variété de mesures visant à limiter la propagation du virus.	其他国家和地区也采取了各种措施来限制病毒传播。
Au moment de la rédaction de ce rapport, la maladie s’était déjà propagée à toute la Chine ainsi qu’à près de 50 autres pays à travers le monde (Fig. ​(Fig.2).2).	截至本报告发布之时，该疾病已经扩散至中国全境及全球其他近 50 个国家（图 2 ​(Fig.2)）。
Une équipe de gestion de crise de l’ONU a donc été activée, permettant de coordonner l’ensemble de la réponse des Nations Unies, ce qui d’après l’OMS leur permettra de « se concentrer sur la réponse sanitaire tandis que les autres agences pourront apporter leur expertise pour gérer les implications sociales, économiques et de développement plus larges de l’épidémie ».	为此联合国启动了联合国危机管理小组，协调整个联合国的应对措施。世界卫生组织表示，这样世卫组织便可“专注于卫生应对措施，而其他机构也可将其专业知识用于应对疫情对社会、经济和发展造成的更广泛影响”。
Certains patients présentaient des taux d’enzymes hépatiques, d’enzymes musculaires et de myoglobine élevés dans le sang, et la plupart présentaient une élévation du taux de protéine C-réactive et de la sédimentation érythrocytaire.	部分患者可见血液中的肝酶和肌酶以及肌红蛋白水平升高，大多数患者可见血液 C 反应蛋白和血沉升高。
L’Organisation de coopération et de développement économiques a lancé une plateforme qui fournit des informations opportunes et complètes sur les réponses politiques dans les différents pays du monde, ainsi que des points de vue et des conseils.	经济合作与发展组织推出了一个平台，旨在及时提供有关世界各国政策反应的全面信息及观点和建议。
Le groupe de travail sur le coronavirus de la Maison Blanche a été créé le 29 janvier.	1 月 29 日，白宫成立冠状病毒特别工作组。
Cela a conduit à l’identification initiale précoce de la transmission de fond chez les patients à faible risque.	这导致开始早期发现低危患者的背景扩散。
Un choc cytokinique est une forme de réponse inflammatoire systémique caractérisée par la libération de toute une série de cytokines, notamment les TNFα, IL-1β, IL-2, IL-6, IFNα, IFNβ, IFNγ et MCP-1.	细胞因子风暴是全身炎症反应的一种形式，其特征为一系列细胞因子的释放，包括 TNFα、IL-1β、IL-2、IL-6、IFNα、IFNβ、IFNγ 和 MCP-1。
Aux États-Unis, un test sérologique développé par Cellex a été approuvé pour une utilisation d’urgence par des laboratoires certifiés uniquement.	在美国，由 Cellex 开发的血清学试验已获批，仅供认证实验室在紧急情况下使用。
Un dépistage médical a été réalisé avant le départ et quatre Sud-Africains qui montraient des signes de coronavirus sont restés sur place pour réduire le risque.	飞机起飞前对乘客进行了医学排查，四名出现新型冠状病毒迹象的南非人被留下以降低传播风险。
Ces modifications s’appuient sur le travail continu des chercheurs visant à trouver un kit optimal de détection des acides nucléiques pour un diagnostic rapide, ainsi que les échantillons de voies respiratoires incluant le prélèvement de sang, avec une disponibilité accrue de différents spécimens, et ont contribué à l’ajout du résultat positif de l’anticorps spécifique dans les critères confirmés.	这些修改基于研究人员为实现快速诊断而研究最佳核酸检测试剂盒的持续工作，以及包括采血在内的呼吸道标本，这增加了不同标本的可用性，并为将特异性抗体的阳性结果纳入确诊标准提供了证据。
En Ukraine, des manifestants ont attaqué des bus transportant des Ukrainiens et des évacués étrangers entre Wuhan et Novi Sanzhary.	乌克兰抗议者袭击了从武汉开往新桑扎里的公共汽车，里面载有乌克兰和外国撤离者。
Le 9 janvier 2020, le Centre chinois de prévention et de contrôle des maladies désignait l’agent responsable comme étant un nouveau coronavirus désormais connu sous le nom de coronavirus 2 du syndrome respiratoire aigu sévère (SARS-CoV-2).	2020 年 1 月 9 日，中国疾病预防控制中心报告称，病原体是一种新型冠状病毒，现在称为严重急性呼吸综合征冠状病毒 2 (Severe Acute Respiratory Syndrome Coronavirus 2, SARS-CoV-2)。
Le président de l’unité du Bengale-Occidental du Bharatiya Janata Party Dilip Ghosh a déclaré que les Chinois avaient détruit la nature et « c’est pourquoi Dieu a pris sa revanche sur eux ».	印度人民党西孟加拉邦主席迪利普·戈什称，中国人破坏了自然，“所以上帝要报复他们。”
où ressentez-vous cette douleur thoracique dans la poitrine	您胸痛出现在哪一个部位？
Les méthodes de dépistage comprenaient le signalement individuel obligatoire des symptômes par les nouveaux arrivants internationaux via une application mobile, les drives de dépistage du virus délivrant les résultats le jour suivant, et une capacité de test augmentée afin de permettre le test de près de 20 000 personnes chaque jour.	筛查办法包括强制要求从境外新近入境者通过移动应用程序自行报告症状，进行免下车病毒检测，第二天即可获得结果，同时提高检测能力，每天最多可容纳 20,000 人接受检测。
Un vol d’évacuation néo-zélandais est arrivé à Auckland le 5 février ; ses passagers (notamment en provenance de l’Australie et du Pacifique) ont été mis en quarantaine sur une base navale de Whangaparaoa, au nord d’Auckland.	新西兰一架疏散飞机于 2 月 5 日降落奥克兰；机上乘客（包括一些来自澳大利亚和太平洋的乘客）被送到奥克兰北部的一个海军基地接受隔离。
Dans environ 14 % des cas, la COVID-19 entraîne une atteinte plus sévère nécessitant une hospitalisation, tandis que les 6 % de cas restants développent une forme grave de la maladie nécessitant des soins intensifs.	在大约 14% 的病例中，COVID-19 会进展为重症并需要住院治疗，而其余 6% 的病例会进展为危重症并需要重症监护。
et j’ai un petit rhume et je tousse	我有点感冒而且咳嗽
Il est possible de contracter des maladies respiratoires telles que la grippe ou le rhume, par exemple, en omettant de se laver les mains avant de se toucher les yeux, le nez ou la bouche (c.-à-d. les muqueuses).	如果人们在接触自己的眼睛、鼻子或嘴（即粘膜）之前没有洗手，还可能会感染呼吸系统疾病，例如，流感或普通感冒。
Le 5 février, Bill et Melinda Gates ont annoncé un don de 100 millions de dollars à l’OMS pour financer la recherche d’un vaccin ainsi que les efforts de traitement et protéger « les populations à risque en Afrique et en Asie du Sud ».	2 月 5 日，盖茨夫妇宣布向世界卫生组织捐赠 1 亿美元，资助疫苗研发和治疗工作，同时保护“非洲和南亚地区的高危人群”。
Même le plasma de patients rétablis a été proposé à des fins de traitement.	甚至建议将已康复患者的血浆用于治疗。
On peut appliquer les méthodes de distanciation sociale en restant chez soi, en limitant ses voyages, en évitant les foules, en se saluant sans contact et en gardant une distance physique avec les autres.	在保持社交距离方面，个人可采取的措施包括呆在家中、限制出行、避开进入人群密集区域、改用非接触式问候方式以及与他人保持物理距离等。
Ils sont généralement liés au marché de gros de fruits de mer de Huanan, qui vendait également des animaux vivants. Selon une théorie, le virus viendrait de l’un de ces animaux ; en d’autres mots, il aurait une origine zoonotique. Un foyer de pneumonie de cause inconnue a été observé le 26 décembre et traité par le docteur Zhang Jixian à l’hôpital de la province du Hubei, qui en a informé le CDC de Wuhan Jianghan le 27 décembre.	这些患者大多与华南海鲜批发市场有关，该市场同时还出售活体动物，一种理论认为新型冠状病毒便来源于其中某种动物；或者换句话说，起源于人畜共患病。12 月 26 日，湖北省中西医结合医院的医生张继先最先发现并收治了一批不明原因的肺炎患者，并于 12 月 27 日上报至武汉市江汉区疾病预防控制中心。
et vous avez dit ressentir une pression dans la poitrine	您曾说感觉胸部受到挤压
Hier, le Bangladesh a confirmé cinq nouveaux décès liés au COVID-19 en une seule journée.	昨日，孟加拉国证实当日新增COVID-19死亡病例5例。
Les banques centrales réagissent plus vite qu’elles ne l’ont fait lors de l’effondrement financier de 2008.	相比 2008 年的金融危机，央行反应更快了。
Ainsi, la combinaison des antécédents médicaux, des manifestations cliniques, des tests de laboratoire et des examens radiologiques est essentielle et impérative pour établir un diagnostic efficace.	因此，结合病史、临床表现、实验室检查和影像学结果对于进行有效的诊断至关重要。
Cependant, l’administration intraveineuse de remdésivir, un analogue nucléosidique, s’est révélée efficace chez un patient américain atteint de la COVID-19.	然而，已经发现瑞德西韦——一种核苷酸类似物——静脉给药对美国的一名 COVID-19 患者有效。
Nous ferons également le point sur ce que nous avons appris jusqu’ici en termes de prévention et de pronostic de la maladie, et aborderons certaines questions encore en suspens mais pourtant urgentes.	我们还将讨论迄今为止关于该疾病预防和预后所学到的知识，以及一些尚待解决的紧迫问题。
Pour ceux qui ne guérissent pas, le délai entre l’apparition des symptômes et le décès se situe entre 6 et 41 jours, le plus courant étant de 14 jours.	无法康复的患者从发病到死亡的时间为 6-41 天，14 天最常见。
En raison du recoupement avec d’autres infections telles que l’adénovirus, l’imagerie sans confirmation par PCR est d’une précision limitée pour détecter la COVID-19.	因与其他病毒感染（如腺病毒）重合，所以未经 PCR 确认的影像在鉴定 COVID-19 方面的特异性有限。
Les autorités de santé à Wuhan, en Chine (la capitale de la province du Hubei) ont signalé un foyer de cas de pneumonie de cause inconnue le 31 décembre 2019, et une enquête a été ouverte début janvier 2020.	2019 年 12 月 31 日，中国武汉（湖北省省会）卫生部门通报了一批不明原因肺炎病例，并于 2020 年 1 月初启动调查。
Plusieurs gares et ports de ferries ont également été fermés.	多个火车站和轮渡港口也被迫关闭。
avant et après s’être occupé d’une personne malade ;	照顾病人前后。
Le 28 janvier 2020, le Centre de contrôle des maladies, principal institut de santé publique du gouvernement américain, a annoncé qu’il avait développé son propre kit de dépistage.	2020 年 1 月 28 日，美国疾控中心（美国政府下设的主要公共卫生机构）宣布已自行开发出检测试剂盒。
L’épidémie de coronavirus pourrait coûter 47 millions d’emplois aux États-Unis et le taux de chômage pourrait atteindre 32 %, selon les estimations de la Federal Reserve Bank of St. Louis. Le confinement en Inde a laissé des dizaines de millions de travailleurs migrants indiens (recevant un salaire journalier) au chômage. L’enquête de l’institut Angus Reid a observé que 44 % des ménages canadiens avaient vécu un certain type de chômage. Près de 900 000 travailleurs ont perdu leur emploi en Espagne depuis le confinement imposé à la mi-mars 2020.	根据圣路易斯联邦储备银行的估计，新型冠状病毒疫情可能导致美国 4,700 万人失业，失业率可能达到 32%。印度的封锁已导致数千万（按日计薪的）印度农民工失业。安格斯里德研究所调查发现，44% 的加拿大家庭经历过某种形式的失业。自 2020 年 3 月中旬西班牙实施封锁以来，近 90 万工人失业。
Le 6 février 2020, notre équipe a publié une Directive de recommandation rapide pour le diagnostic et le traitement de la nouvelle infection à coronavirus 2019 (2019-nCoV) et cette directive décrivait notre expérience et fournissait des références pour lutter contre cette pandémie au niveau mondial.	2020 年 2 月 6 日，我们团队发布了《2019 新型冠状病毒 (2019-nCoV) 感染的诊断和治疗快速建议指南》，我们通过该指南为全球应对疫情提供了经验和借鉴。
Les résultats des tests ont exempté tous les Sud-Africains, y compris les membres de l’équipage, les pilotes, le personnel de l’hôtel, les policiers et les soldats impliqués dans la mission humanitaire, qui, par mesure de précaution, sont tous restés en observation et en quarantaine pendant une période de 14 jours au Ranch Resort.	所有南非人（包括机组人员、飞行员、酒店工作人员、警察和参与人道主义任务的士兵）检测结果均为阴性，作为预防措施，他们被送到 The Ranch Resort 接受为期 14 天的观察与隔离。
Une diarrhée (26 %) et un mal de gorge (21 %) ont également été observés chez les patients atteints du MERS.	在 MERS 患者中还观察到腹泻 (26%) 和咽痛 (21%)。
Dans l’État de New York, le nombre de cas a dépassé les 100 000 personnes le 3 avril. La Maison Blanche a été critiquée pour avoir minimisé la menace et contrôlé la communication en ordonnant aux responsables de la santé et aux scientifiques de coordonner les déclarations publiques et les publications relatives au virus avec le bureau du vice-président Mike Pence.	4 月 3 日，纽约州病例总数已超 10 万例。白宫指示卫生官员和科学家与副总统迈克·彭斯办公室协调病毒相关公开声明和出版物，以此来淡化威胁和控制信息传递，此举遭到民众指责。
Au mois de mars, les pénuries et les quantités insuffisantes de réactif sont devenues un goulot d’étranglement pour le dépistage de masse dans l’UE, au Royaume-Uni et aux États-Unis.	截至 3 月，试剂短缺和数量不足已成为在欧盟、英国和美国进行大规模检测的障碍。
Maurizio Massari, ambassadeur de l’Italie auprès de l’UE, a indiqué que « seule la Chine avait répondu bilatéralement.	意大利驻欧盟大使 Maurizio Massari 表示：“只有中国做出了双边回应。
De nombreux habitants de Wuhan et du Hubei ont signalé une discrimination reposant sur leur origine régionale.	据报道称，武汉和湖北地区的很多居民受到了地域歧视。
